gene_id	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000004059.11	0.9044	NA	0.97896	0.99027	0.87989	NA	0.8701	0.92915	NA	0.91186	0.96136	NA	0.96007	0.99142	NA	0.0	0.76151	NA	NA	0.8744	NA	0.97728	0.95455	NA	0.95779	0.97865	0.89269	0.96483	0.97417	0.9586	0.98476	0.95977	0.98097	NA	NA
ENSG00000005513.11	0.99499	NA	0.99909	0.93731	NA	NA	NA	0.99562	0.99835	0.99692	1.0	0.99758	0.99732	NA	NA	NA	0.99461	0.99645	NA	0.99628	0.99713	NA	0.99367	NA	NA	NA	0.99951	0.99776	NA	NA	0.9969	0.99946	NA	1.0	NA
ENSG00000006015.18	0.86941	0.91039	0.93135	0.97339	0.97163	NA	NA	0.98084	0.91551	NA	0.96869	0.96506	0.86497	0.92938	0.97155	0.95888	NA	NA	NA	NA	0.97066	0.97217	0.97599	NA	0.92597	0.91475	NA	0.96559	NA	0.92157	0.69275	NA	NA	NA	0.93533
ENSG00000006128.12	0.9955	1.0	1.0	0.99715	1.0	0.71721	0.98905	1.0	0.97717	NA	NA	NA	1.0	0.99968	0.997	NA	0.9786	NA	0.72827	1.0	NA	0.98265	1.0	NA	NA	0.99603	0.99952	1.0	NA	0.99577	NA	NA	NA	1.0	0.9826
ENSG00000006327.14	0.85934	0.89341	0.86496	0.82318	0.81928	NA	0.83268	0.85358	0.40825	0.82011	0.83881	0.78237	0.86528	0.84795	0.78317	0.87726	0.79487	0.82057	0.7935	0.82823	0.72962	0.82	0.80825	0.76166	0.89793	0.83418	0.76568	0.79163	0.85164	0.88931	0.85047	0.83095	0.79558	0.85921	0.85316
ENSG00000006377.11	0.98132	0.98252	NA	0.96755	NA	0.99253	NA	NA	0.9887	0.98193	0.9764	NA	NA	0.97744	0.97327	0.98595	0.99351	0.97789	0.9875	0.99592	NA	NA	NA	NA	0.99138	0.96824	0.99714	0.9986	NA	NA	NA	0.99184	NA	0.98804	0.99802
ENSG00000006659.13	0.84243	0.72981	0.72482	0.84785	0.71272	NA	0.82093	0.76004	0.88889	0.77846	0.65407	0.77295	0.75792	0.80116	0.77409	0.80719	0.81279	0.81356	0.82684	0.78049	0.88163	0.87705	0.70588	0.69797	0.56274	0.77574	0.79368	0.722	0.91547	0.85933	0.71886	0.69585	0.75434	NA	0.8873
ENSG00000011009.11	0.85753	0.88508	0.86849	0.83321	0.87134	NA	0.87408	0.90467	0.92771	0.61019	0.88032	0.88614	0.80762	0.81931	0.87385	0.85294	0.93258	0.72711	0.93506	0.83274	0.86416	0.82079	0.92574	0.92389	0.94503	0.93234	0.94545	0.86697	0.89799	0.88689	0.8508	0.9205	0.83099	0.92927	0.81353
ENSG00000013392.8	0.99234	0.99469	0.99177	0.99239	0.99071	NA	0.99195	0.99303	0.99204	0.99177	0.99169	0.98925	0.99299	0.9931	0.99174	0.9931	0.98859	0.99292	0.99297	0.99246	0.99266	0.99242	0.99204	0.99177	0.99275	0.99098	0.99278	0.99292	0.99257	0.99416	0.98992	0.99257	0.9927	NA	0.99275
ENSG00000020129.16	0.99246	0.99794	0.99768	0.99309	0.99401	NA	0.98869	0.9994	0.99785	0.99001	0.99855	0.99746	0.99214	0.99783	0.99582	0.99513	NA	0.99582	0.99966	0.99888	0.99787	0.99606	0.98967	0.99686	0.99948	0.99842	0.98884	0.9917	0.99966	0.99693	0.99918	0.99926	NA	NA	0.99663
ENSG00000026025.16	0.95078	0.93874	0.97367	0.86898	NA	NA	NA	0.94617	NA	NA	0.38184	0.97678	0.96579	NA	0.81092	NA	0.75309	NA	NA	0.94571	NA	0.95051	0.95676	NA	NA	0.94096	0.93616	0.92985	NA	0.97887	NA	NA	0.95042	NA	NA
ENSG00000033100.17	NA	0.99581	1.0	0.99947	1.0	NA	0.99967	0.99822	0.73264	NA	0.98936	0.99801	0.99783	0.99987	NA	0.99788	NA	NA	0.99716	0.99697	0.99987	0.99872	NA	0.99889	NA	NA	0.9979	0.99988	0.99537	0.99828	1.0	0.99175	NA	NA	0.99816
ENSG00000034510.6	0.88283	0.84348	0.91522	0.83647	0.87622	0.89314	0.88857	0.79603	0.89565	0.89565	0.86975	0.90445	0.88966	0.88567	0.87973	0.83913	0.87609	0.91172	0.89251	0.87837	0.8864	0.89275	0.88696	0.85435	0.84805	0.87405	0.89574	0.89942	0.83013	0.88696	0.8913	0.88423	0.90662	0.88445	0.86035
ENSG00000037042.9	0.99192	0.98935	NA	NA	0.99643	NA	NA	0.96377	NA	NA	0.97925	0.97974	NA	0.99009	0.98024	0.9757	0.97922	0.98823	0.99271	0.96266	0.98433	NA	NA	0.99581	0.97808	0.98723	0.99059	NA	0.99707	0.97666	0.98901	0.98178	NA	0.98553	0.99059
ENSG00000037757.14	0.91252	0.99577	0.89172	0.89186	0.97612	0.98906	0.99022	0.96883	0.97762	0.97594	0.95503	0.5694	0.86149	0.93433	0.97456	0.97724	0.92767	0.96602	0.9854	0.96611	0.94063	0.98618	0.98481	0.96976	0.98525	0.96553	0.97658	0.91647	0.84271	0.86565	0.93948	0.9569	0.85008	0.95117	0.97477
ENSG00000039987.7	NA	0.0	0.99143	0.99797	0.99861	NA	0.99946	0.98838	NA	0.99696	0.99853	0.99102	0.99893	0.98128	NA	0.99898	0.99944	NA	NA	0.99427	0.99681	0.99019	0.98184	0.99428	NA	0.9949	0.99084	NA	0.99488	0.99197	1.0	NA	NA	0.9995	0.99479
ENSG00000041880.15	0.99453	NA	0.99423	0.99903	0.98658	0.9957	0.99861	0.98509	1.0	0.99601	0.99692	0.99115	0.99588	0.99644	0.9978	0.94488	0.99381	0.99755	0.99139	0.99273	0.99735	0.98412	0.99757	0.99398	0.98592	0.99325	0.99651	NA	0.99854	0.99896	0.99692	0.99941	0.99803	0.97123	0.98087
ENSG00000043355.12	0.88806	NA	0.83628	NA	0.90026	NA	0.90617	0.96562	NA	NA	0.86715	NA	NA	NA	NA	NA	NA	NA	NA	0.90725	NA	0.94751	0.93116	NA	NA	NA	NA	0.83882	NA	0.89655	NA	0.9553	0.98204	NA	0.97349
ENSG00000044012.4	0.87695	0.87043	0.87231	0.8663	0.88898	NA	0.88459	0.88358	0.8505	0.87396	0.88398	0.89395	0.88609	0.86913	0.88216	0.0	0.88391	0.87624	0.89561	0.88675	0.87245	0.88074	0.8804	0.87396	0.87956	0.8865	0.87616	0.87576	0.87506	0.0	0.8806	0.3105	0.88484	0.87682	0.88349
ENSG00000048462.11	NA	NA	0.76393	0.95804	0.57456	NA	0.81078	0.77315	0.94536	0.95591	0.75282	NA	0.94138	0.95088	0.95905	0.96154	NA	0.95396	0.95369	0.96376	0.66091	NA	NA	NA	NA	NA	0.94764	0.77468	0.58906	0.62898	0.95046	NA	0.9397	NA	0.94571
ENSG00000048545.18	0.99756	0.99773	0.99839	0.9983	0.98318	NA	0.9984	0.96664	0.98745	0.99898	0.99831	0.99832	0.98811	0.97931	0.97662	0.99714	0.99942	0.99861	0.99096	0.99635	0.99678	0.98851	0.99667	0.9958	0.9989	0.99854	0.9969	0.99808	0.99842	0.98897	0.99942	0.99766	0.98019	NA	0.99943
ENSG00000053372.5	0.76686	0.88197	0.56809	0.87335	0.75131	NA	0.95689	0.9266	1.0	0.97794	0.91869	0.99756	0.66578	0.87199	0.79832	1.0	0.95902	0.96561	0.96493	0.94351	0.88948	0.95444	0.96637	0.21989	0.98924	1.0	0.91658	0.68426	0.97923	0.95726	0.83353	0.64683	0.97654	0.89927	0.99881
ENSG00000053438.11	0.99976	NA	1.0	1.0	1.0	NA	NA	1.0	NA	0.99915	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	NA	NA
ENSG00000053501.14	0.85131	0.86616	0.89744	0.868	0.82707	NA	0.77065	0.89915	0.90476	0.87256	0.78617	0.85705	0.81895	0.80602	0.84335	0.69742	0.84741	0.90952	0.90482	0.81173	0.80479	0.84628	0.79235	0.79375	0.77667	0.81549	0.86125	0.83551	0.75381	0.85079	0.92572	0.81545	0.79527	NA	0.76863
ENSG00000054148.18	0.77566	0.64655	0.77906	0.76626	0.77165	0.64888	0.56153	NA	0.78802	0.69547	0.65004	0.55425	NA	0.61237	NA	0.72167	0.8067	0.65828	0.66156	NA	0.66021	0.76306	0.61559	NA	0.71213	0.70279	0.68847	0.87504	NA	NA	0.55023	0.77625	0.64389	0.59168	0.67337
ENSG00000057757.10	0.98557	0.97902	0.99503	0.98718	0.97845	NA	0.98329	0.98152	0.99457	0.97088	0.99319	0.99002	0.98649	0.96941	0.97217	0.99337	0.98529	0.97788	0.98826	0.97655	0.99975	0.99706	1.0	0.96989	0.97057	0.99079	0.97806	0.99864	0.97775	0.99479	0.96107	0.98849	0.98444	0.98622	0.98684
ENSG00000060491.17	0.99938	0.99551	0.99776	0.98503	0.973	NA	0.93052	0.97144	0.99955	0.98665	0.92369	0.83001	0.97433	0.99421	0.98792	0.77336	0.99716	0.95716	0.92974	0.98327	0.9964	0.89547	0.9328	0.95833	0.95961	0.9907	1.0	0.97153	0.8756	0.9716	0.99233	0.88363	0.97191	NA	0.99543
