gene_id	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000004059.11	0.72275	NA	0.92327	0.95039	0.77395	NA	0.73325	0.84835	NA	0.78384	0.85341	NA	0.81403	0.91467	NA	0.0	0.55509	NA	NA	0.77201	NA	0.93306	0.87216	NA	0.87437	0.91771	0.78538	0.88664	0.86268	0.78344	0.94919	0.87548	0.89193	NA	NA
ENSG00000005513.11	0.98609	NA	0.99606	0.93581	NA	NA	NA	0.98893	0.99342	0.99307	0.99731	0.99475	0.99336	NA	NA	NA	0.98639	0.99148	NA	0.98957	0.99099	NA	0.97927	NA	NA	NA	0.99674	0.9931	NA	NA	0.9938	0.99713	NA	0.99756	NA
ENSG00000006015.18	0.72964	0.8554	0.88683	0.94234	0.94464	NA	NA	0.95406	0.85868	NA	0.9388	0.93942	0.66497	0.89654	0.94558	0.90461	NA	NA	NA	NA	0.93525	0.94779	0.94492	NA	0.86675	0.79249	NA	0.93239	NA	0.86492	0.66812	NA	NA	NA	0.87567
ENSG00000006128.12	0.88385	1.0	0.99411	0.99144	0.98964	0.67367	0.95327	1.0	0.93379	NA	NA	NA	1.0	0.99839	0.98584	NA	0.93103	NA	0.72096	1.0	NA	0.94101	0.98329	NA	NA	0.98345	0.98138	1.0	NA	0.98732	NA	NA	NA	0.9872	0.8819
ENSG00000006327.14	0.79698	0.76357	0.81377	0.69773	0.63798	NA	0.72441	0.83024	0.34639	0.6455	0.7791	0.67842	0.82821	0.79142	0.65362	0.7163	0.60969	0.686	0.60968	0.59856	0.67441	0.74185	0.63592	0.67718	0.81879	0.66384	0.65867	0.7214	0.67965	0.83397	0.70405	0.6018	0.74003	0.81877	0.74466
ENSG00000006377.11	0.95075	0.9588	NA	0.91215	NA	0.98008	NA	NA	0.96497	0.95858	0.93906	NA	NA	0.93941	0.93608	0.94486	0.97567	0.93421	0.95832	0.99072	NA	NA	NA	NA	0.98112	0.91681	0.99117	0.99667	NA	NA	NA	0.98206	NA	0.96842	0.99362
ENSG00000006659.13	0.75081	0.53727	0.44604	0.72536	0.41446	NA	0.60954	0.49161	0.58258	0.65385	0.39061	0.53506	0.62548	0.5596	0.59401	0.58824	0.69254	0.65404	0.54034	0.57473	0.81155	0.84817	0.55017	0.42173	0.40251	0.59218	0.5087	0.47417	0.7173	0.66667	0.41459	0.45276	0.61769	NA	0.82725
ENSG00000011009.11	0.7307	0.71371	0.67578	0.759	0.71231	NA	0.73739	0.7428	0.83855	0.5545	0.77145	0.76991	0.68457	0.70103	0.73386	0.78281	0.80056	0.50933	0.86251	0.72348	0.68407	0.7092	0.77228	0.77752	0.82635	0.80769	0.8086	0.75605	0.795	0.73265	0.6942	0.73811	0.72483	0.77891	0.64602
ENSG00000013392.8	0.97786	0.97558	0.97718	0.97913	0.97386	NA	0.97532	0.97832	0.97771	0.97532	0.97753	0.97532	0.97601	0.98045	0.97612	0.97665	0.97054	0.97541	0.97678	0.97675	0.9778	0.97711	0.97877	0.97558	0.97983	0.97466	0.9776	0.97798	0.97589	0.98514	0.97638	0.9786	0.97625	NA	0.97736
ENSG00000020129.16	0.97738	0.99587	0.99479	0.98204	0.98052	NA	0.9678	0.9968	0.99641	0.97787	0.99419	0.99315	0.96899	0.9911	0.98019	0.96594	NA	0.98799	0.99881	0.99665	0.98905	0.98636	0.96244	0.99057	0.99638	0.99553	0.97166	0.96263	0.99941	0.99181	0.99918	0.99631	NA	NA	0.99206
ENSG00000026025.16	0.91664	0.8498	0.9153	0.77453	NA	NA	NA	0.8791	NA	NA	0.36162	0.92729	0.90691	NA	0.70486	NA	0.69611	NA	NA	0.8628	NA	0.89042	0.90237	NA	NA	0.85555	0.81079	0.89045	NA	0.91021	NA	NA	0.88042	NA	NA
ENSG00000033100.17	NA	0.98394	0.992	0.99605	0.99786	NA	0.99777	0.99477	0.72526	NA	0.97155	0.99563	0.99436	0.99924	NA	0.99506	NA	NA	0.99067	0.99172	0.99871	0.99581	NA	0.99109	NA	NA	0.9952	0.99702	0.98105	0.99142	0.99851	0.97327	NA	NA	0.99367
ENSG00000034510.6	0.70614	0.71304	0.71522	0.70912	0.70793	0.70982	0.70984	0.70242	0.71739	0.71087	0.71201	0.71444	0.71156	0.7026	0.71172	0.72174	0.71522	0.70767	0.70793	0.70982	0.71129	0.70552	0.72174	0.7	0.70333	0.71118	0.71156	0.70839	0.70428	0.71739	0.71304	0.71346	0.71336	0.70808	0.70695
