gene_id	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000004059.11	0.87285	NA	0.82921	0.92607	0.75843	NA	0.75776	0.82505	NA	0.77335	0.67841	NA	0.88534	0.90309	NA	0.87591	0.5523	NA	NA	0.77474	NA	0.92089	0.86364	NA	0.86533	0.81979	0.9226	0.78486	0.84718	0.76752	0.93191	0.86207	0.88661	NA	NA
ENSG00000005513.11	0.99014	NA	NA	0.99831	NA	NA	NA	0.94479	0.99561	0.99589	NA	0.99677	0.99625	NA	NA	NA	0.99255	0.99556	NA	0.9143	0.9803	NA	0.99079	NA	NA	NA	0.99565	0.99443	NA	NA	0.99613	0.99856	NA	NA	NA
ENSG00000006015.18	0.75275	0.0	NA	0.94283	0.94948	NA	NA	NA	0.87865	NA	NA	NA	0.70446	NA	0.94673	0.91447	NA	NA	NA	NA	0.93779	0.9501	NA	NA	0.87724	0.8193	NA	0.9332	NA	NA	NA	NA	NA	NA	0.88833
ENSG00000006128.12	0.83703	NA	0.94204	0.99144	0.93109	0.76588	0.95473	0.94052	0.0	NA	NA	NA	NA	0.99452	0.98627	NA	0.93698	NA	0.96056	0.94123	NA	0.95385	0.0	NA	NA	0.98345	0.9298	0.9575	NA	0.97886	NA	NA	NA	0.95069	0.89485
ENSG00000006327.14	0.87761	0.8469	0.82083	0.7821	0.65404	NA	0.72598	0.82161	0.73196	0.78571	0.78731	0.68997	0.82957	0.79678	0.65778	0.53521	0.6453	0.77494	0.78799	0.60096	0.67957	0.74769	0.65291	0.6797	0.82027	0.69496	0.69188	0.7414	0.75536	0.89122	0.76428	0.62134	0.75499	0.82755	0.78998
ENSG00000006377.11	0.97283	0.99875	NA	0.94776	NA	0.99834	NA	NA	0.0	0.0	1.0	NA	NA	0.96627	0.96543	1.0	1.0	0.96	1.0	0.99462	NA	NA	NA	NA	0.98974	0.95444	0.99922	0.99825	NA	NA	NA	1.0	NA	0.99977	0.99956
ENSG00000006659.13	0.75407	0.57143	0.51799	0.7311	0.49863	NA	0.71165	0.4911	0.62462	0.68	0.0	0.53255	0.62294	0.61287	0.63237	0.60131	0.7032	0.65703	0.53853	0.65791	0.82955	0.85129	0.45675	0.39963	0.76737	0.60654	0.47518	0.91875	0.86483	0.6789	0.33986	0.9182	0.63981	NA	0.83372
ENSG00000011009.11	0.73104	0.6996	0.67578	NA	0.71287	NA	NA	0.74766	0.81446	0.81635	NA	NA	0.74023	0.70517	0.72892	0.80543	0.8132	0.57867	0.72856	0.68057	NA	0.71065	NA	0.75527	0.83333	0.8141	0.81785	0.75897	0.81112	0.74036	0.48459	0.74513	0.74131	0.51779	NA
ENSG00000013392.8	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0
ENSG00000020129.16	0.98503	NA	1.0	1.0	1.0	NA	0.97409	0.9973	0.99785	0.99001	0.99652	0.99824	0.96899	0.99468	0.98661	0.96594	0.99764	0.98904	NA	0.99814	0.99289	0.99151	0.96714	0.99253	NA	0.99947	0.98751	0.97635	0.99975	0.99386	NA	0.99754	NA	NA	1.0
ENSG00000026025.16	0.92033	0.85375	0.9153	NA	NA	NA	NA	0.88016	NA	NA	0.8521	0.92805	0.91184	NA	0.71368	NA	NA	NA	NA	NA	NA	0.89961	NA	NA	NA	0.85889	0.82165	0.88981	NA	NA	NA	NA	0.88516	NA	NA
ENSG00000033100.17	NA	0.98953	0.9916	0.99631	0.89115	NA	NA	0.99551	0.99335	NA	0.97899	0.99821	0.86804	NA	NA	NA	0.99363	NA	0.99131	0.99172	NA	0.99895	NA	0.9936	NA	NA	0.99505	0.99714	0.98504	NA	NA	0.9764	NA	NA	0.99888
