gene_id	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000004059.11	57.0568	NA	53.64431	53.84988	51.5921	NA	51.5921	51.61854	NA	55.51705	53.89831	NA	49.99424	53.89831	NA	49.12125	54.90196	NA	NA	53.84988	NA	47.05713	53.89831	NA	49.92519	51.63241	54.98066	53.89831	55.57461	52.76919	52.27212	53.84988	51.60032	NA	NA
ENSG00000005513.11	29.38266	NA	NA	28.56029	NA	NA	NA	28.56029	29.31803	29.36685	NA	29.38073	29.38266	NA	NA	NA	29.38073	28.56029	NA	28.56029	29.38073	NA	30.05112	NA	NA	NA	28.56029	28.56029	NA	NA	29.3817	28.56029	NA	NA	NA
ENSG00000006015.18	40.12319	40.12319	NA	37.05806	36.43455	NA	NA	NA	40.12319	NA	NA	NA	40.09679	NA	40.33436	36.35948	NA	NA	NA	NA	35.0414	40.82716	NA	NA	40.12319	40.12319	NA	40.14085	NA	NA	NA	NA	NA	NA	40.09679
ENSG00000006128.12	44.24523	NA	45.4598	45.6028	45.4598	39.9967	42.91498	43.44787	45.4598	NA	NA	NA	NA	45.4598	43.21491	NA	42.91498	NA	45.4598	45.4598	NA	43.21491	45.4598	NA	NA	43.21491	45.4598	45.4598	NA	45.4598	NA	NA	NA	45.4598	45.6028
ENSG00000006327.14	53.10018	53.10018	53.10018	53.10018	53.10018	NA	53.10018	53.10018	53.10018	53.146	53.10018	53.10018	53.146	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.10018	53.146	53.10018	53.10018	53.10018	53.10018	52.32132	53.10018	53.10018	53.10018	53.10018	52.04643
ENSG00000006377.11	36.33324	36.33324	NA	36.33324	NA	36.33324	NA	NA	36.33324	36.33324	36.33324	NA	NA	36.33324	36.33324	36.33324	36.33324	36.33324	36.33324	36.33324	NA	NA	NA	NA	36.33324	36.33324	36.33324	36.33324	NA	NA	NA	36.33324	NA	36.33324	36.33324
ENSG00000006659.13	70.92578	70.92578	65.99082	70.92578	65.99082	NA	70.35195	64.09748	70.92578	70.92578	68.2377	64.07355	65.99082	70.92578	65.99082	70.92578	70.35195	70.92578	70.92578	70.35195	65.99082	65.99082	72.81553	70.92578	62.08875	65.99082	64.09748	69.95902	70.35195	61.97399	70.92578	68.2377	65.99082	NA	70.92578
ENSG00000011009.11	58.41742	54.2575	54.2575	NA	54.70333	NA	NA	54.3626	50.27404	51.79516	NA	NA	54.86341	57.42126	55.0545	51.71163	52.78607	57.05204	50.57542	57.42126	NA	57.51295	NA	55.85637	54.87572	54.13854	56.85146	55.31067	56.24656	59.70162	61.40665	55.179	56.0473	58.37765	NA
ENSG00000013392.8	20.25736	20.25736	20.25736	20.25736	20.25736	NA	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	20.25736	NA	20.25736
ENSG00000020129.16	59.81994	NA	57.44431	57.37479	60.4347	NA	59.68777	56.83525	57.87856	59.92119	57.55263	60.35132	57.2181	59.02911	58.20679	60.74277	58.65827	57.19844	NA	59.2501	56.43	57.02099	59.15172	57.5067	NA	56.23351	57.69321	58.79746	60.35374	58.05223	NA	64.03356	NA	NA	59.57022
