Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000004059.11	100.00	na	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	na	100.00	100.00	na	100.00	100.00	na	na	100.00	na	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na
ENSG00000005513.11	100.00	na	100.00	100.00	na	na	na	100.00	100.00	100.00	100.00	100.00	100.00	na	na	na	100.00	100.00	na	100.00	100.00	na	100.00	na	na	na	100.00	100.00	na	na	100.00	100.00	na	100.00	na
ENSG00000006015.18	100.00	100.00	100.00	100.00	100.00	na	na	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na	na	na	na	100.00	100.00	100.00	na	100.00	100.00	na	100.00	na	100.00	100.00	na	na	na	100.00
ENSG00000006128.12	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	na	100.00	100.00	100.00	na	100.00	na	100.00	100.00	na	100.00	100.00	na	na	100.00	100.00	100.00	na	100.00	na	na	na	100.00	100.00
ENSG00000006327.14	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000006377.11	100.00	100.00	na	100.00	na	100.00	na	na	100.00	100.00	100.00	na	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	na	na	100.00	100.00	100.00	100.00	na	na	na	100.00	na	100.00	100.00
ENSG00000006659.13	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000011009.11	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000013392.8	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000020129.16	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00
ENSG00000026025.16	100.00	100.00	100.00	100.00	na	na	na	100.00	na	na	100.00	100.00	100.00	na	100.00	na	100.00	na	na	100.00	na	100.00	100.00	na	na	100.00	100.00	100.00	na	100.00	na	na	100.00	na	na
ENSG00000033100.17	na	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	100.00	na	na	100.00	100.00	100.00	100.00	na	100.00	na	na	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00
ENSG00000034510.6	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000037042.9	100.00	100.00	na	na	100.00	na	na	100.00	na	na	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	100.00	100.00
ENSG00000037757.14	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000039987.7	na	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	na	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	100.00	na	na	100.00	100.00
ENSG00000041880.15	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000043355.12	100.00	na	100.00	na	100.00	na	100.00	100.00	na	na	100.00	na	na	na	na	na	na	na	na	100.00	na	100.00	100.00	na	na	na	na	100.00	na	100.00	na	100.00	100.00	na	100.00
ENSG00000044012.4	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000048462.11	na	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	na	na	na	na	100.00	100.00	100.00	100.00	100.00	na	100.00	na	100.00
ENSG00000048545.18	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000053372.5	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	94.56	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000053438.11	100.00	na	100.00	100.00	100.00	na	na	100.00	na	100.00	100.00	na	100.00	100.00	100.00	100.00	na	na	100.00	na	na	na	100.00	na	na	na	100.00	100.00	na	na	na	100.00	na	na	na
ENSG00000053501.14	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000054148.18	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	100.00	na	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	na	na	100.00	100.00	100.00	100.00	100.00
ENSG00000057757.10	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000060491.17	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	99.95	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000061492.12	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00
ENSG00000061656.11	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000063322.15	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000065518.8	100.00	na	100.00	100.00	100.00	na	na	na	na	na	na	na	100.00	na	100.00	na	100.00	na	na	100.00	na	na	na	na	na	na	na	100.00	100.00	na	100.00	na	100.00	100.00	na
ENSG00000066379.15	100.00	100.00	100.00	na	na	na	100.00	na	100.00	na	100.00	100.00	100.00	100.00	na	100.00	na	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000068079.8	100.00	100.00	100.00	na	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000069482.7	na	na	na	100.00	100.00	na	na	100.00	na	na	na	100.00	na	100.00	na	na	na	na	na	na	100.00	100.00	na	na	100.00	na	100.00	na	100.00	100.00	100.00	100.00	na	na	na
ENSG00000069696.7	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000070388.12	na	na	na	na	100.00	na	na	100.00	100.00	100.00	na	100.00	100.00	na	na	100.00	na	100.00	100.00	100.00	100.00	100.00	na	na	na	100.00	na	na	100.00	100.00	100.00	100.00	na	na	100.00
ENSG00000070404.10	100.00	100.00	100.00	100.00	100.00	na	100.00	na	100.00	100.00	100.00	na	100.00	100.00	na	100.00	na	na	100.00	na	na	na	na	na	100.00	100.00	na	100.00	100.00	na	na	100.00	na	na	100.00
ENSG00000071859.15	na	100.00	100.00	na	100.00	na	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	na	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	na	na	na	100.00
ENSG00000073067.14	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	na	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	na	na	100.00
ENSG00000073150.14	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000073598.6	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000077009.14	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000078401.7	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000078804.13	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000080511.5	100.00	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	100.00	100.00	100.00	100.00	100.00	na	na	na	100.00	100.00	na	na	100.00
ENSG00000081721.12	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na
ENSG00000083812.13	100.00	100.00	100.00	100.00	100.00	na	100.00	na	100.00	na	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	na	na	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na
ENSG00000083838.17	100.00	100.00	100.00	100.00	100.00	na	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	na	100.00	100.00	100.00	100.00	na	na
